"originalID","Location","Data"
74,"Haiti","coverage"
75,"Honduras","coverage"
76,"Hong_Kong_(China)","coverage"
77,"Hungary","coverage"
78,"Iceland","coverage"
79,"India","coverage"
80,"Indonesia","coverage"
81,"Iran_(Islamic_Republic_of)","coverage"
82,"Iraq","coverage"
83,"Ireland","coverage"
84,"Israel","coverage"
85,"Italy","coverage"
86,"Jamaica","coverage"
87,"Japan","coverage"
88,"Jordan","coverage"
89,"Kazakhstan","coverage"
90,"Kenya","coverage"
91,"Kiribati","coverage"
92,"Kuwait","coverage"
93,"Kyrgyzstan","coverage"
94,"Lao_People’s_Democratic_Republic","coverage"
95,"Latvia","coverage"
96,"Lebanon","coverage"
97,"Lesotho","coverage"
98,"Liberia","coverage"
99,"Libya","coverage"
100,"Lithuania","coverage"
101,"Luxembourg","coverage"
102,"Macao_(China)","coverage"
103,"Madagascar","coverage"
104,"Malawi","coverage"
105,"Malaysia","coverage"
106,"Maldives","coverage"
107,"Mali","coverage"
108,"Malta","coverage"
109,"Marshall_Islands","coverage"
110,"Mauritania","coverage"
111,"Mauritius","coverage"
112,"Mexico","coverage"
113,"Micronesia_(Federated_States_of)","coverage"
114,"Monaco","coverage"
115,"Mongolia","coverage"
116,"Montenegro","coverage"
117,"Morocco","coverage"
118,"Mozambique","coverage"
119,"Myanmar","coverage"
120,"Namibia","coverage"
121,"Nepal","coverage"
122,"Netherlands","coverage"
123,"New_Caledonia","coverage"
124,"New_Zealand","coverage"
125,"Nicaragua","coverage"
126,"Niger","coverage"
127,"Nigeria","coverage"
128,"Norway","coverage"
129,"Oman","coverage"
130,"Pakistan","coverage"
131,"Palau","coverage"
132,"Panama","coverage"
133,"Papua_New_Guinea","coverage"
134,"Paraguay","coverage"
135,"Peru","coverage"
136,"Philippines","coverage"
137,"Poland","coverage"
138,"Portugal","coverage"
139,"Qatar","coverage"
140,"Republic_of_Korea","coverage"
141,"Republic_of_Moldova","coverage"
142,"Romania","coverage"
143,"Russian_Federation","coverage"
144,"Rwanda","coverage"
145,"Samoa","coverage"
146,"San_Marino","coverage"
147,"Sao_Tome_and_Principe","coverage"
148,"Saudi_Arabia","coverage"
149,"Senegal","coverage"
150,"Serbia","coverage"
151,"Seychelles","coverage"
152,"Sierra_Leone","coverage"
153,"Singapore","coverage"
154,"Slovakia","coverage"
155,"Slovenia","coverage"
156,"Solomon_Islands","coverage"
157,"Somalia","coverage"
158,"South_Africa","coverage"
159,"South_Sudan","coverage"
160,"Spain","coverage"
161,"Sri_Lanka","coverage"
162,"St._Lucia","coverage"
163,"St._Vincent_The_Grenadines","coverage"
164,"Sudan","coverage"
165,"Suriname","coverage"
166,"Swaziland","coverage"
167,"Sweden","coverage"
168,"Switzerland","coverage"
169,"Syrian_Arab_Republic","coverage"
170,"Tajikistan","coverage"
171,"Thailand","coverage"
172,"The_former_Yugoslav_Republic_of_Macedonia","coverage"
173,"Timor-Leste","coverage"
174,"Togo","coverage"
175,"Tonga","coverage"
176,"Trinidad_Tobago","coverage"
177,"Tunisia","coverage"
178,"Turkey","coverage"
179,"Turkmenistan","coverage"
180,"Tuvalu","coverage"
181,"Uganda","coverage"
182,"Ukraine","coverage"
183,"United_Arab_Emirates","coverage"
184,"United_Kingdom","coverage"
185,"United_Republic_of_Tanzania","coverage"
186,"Uruguay","coverage"
187,"U.S.A.","coverage"
188,"Uzbekistan","coverage"
189,"Vanuatu","coverage"
190,"Venezuela_(Bolivarian_Republic_of)","coverage"
191,"Viet_Nam","coverage"
192,"Yemen","coverage"
193,"Zambia","coverage"
194,"Zimbabwe","coverage"
