"originalID","Location","Data"
113,"Paraguay","coverage"
114,"Macao","WTO"
114,"Macao","OAG"
114,"Norway","Huang2013"
114,"Martinique","demography"
114,"Sao Tome and Principe ","contact"
114,"Peru","coverage"
115,"Macedonia","WTO"
115,"Macedonia","OAG"
115,"Oman","Huang2013"
115,"Mauritania","demography"
115,"Saudi Arabia","contact"
115,"Philippines","coverage"
116,"Madagascar","WTO"
116,"Madagascar","OAG"
116,"Pakistan","Huang2013"
116,"Mauritius","demography"
116,"Senegal","contact"
116,"Poland","coverage"
117,"Malawi","WTO"
117,"Malawi","OAG"
117,"Panama","Huang2013"
117,"Mayotte","demography"
117,"Serbia","contact"
117,"Qatar","coverage"
118,"Malaysia","WTO"
118,"Malaysia","OAG"
118,"Papua New Guinea","Huang2013"
118,"Mexico","demography"
118,"Seychelles","contact"
118,"Republic of Moldova","coverage"
119,"Maldives","WTO"
119,"Maldives","OAG"
119,"Paraguay","Huang2013"
119,"Micronesia (Fed. States of)","demography"
119,"Sierra Leone","contact"
119,"Romania","coverage"
120,"Mali","WTO"
120,"Mali","OAG"
120,"Peru","Huang2013"
120,"Mongolia","demography"
120,"Singapore","contact"
120,"Russian Federation","coverage"
121,"Malta","WTO"
121,"Malta","OAG"
121,"Philippines","Huang2013"
121,"Montenegro","demography"
121,"Slovakia","contact"
121,"Rwanda","coverage"
122,"Marshall_Islands","WTO"
122,"Marshall_Islands","OAG"
122,"Poland","Huang2013"
122,"Morocco","demography"
122,"Slovenia","contact"
122,"Samoa","coverage"
123,"Martinique","WTO"
123,"Martinique","OAG"
123,"Portugal","Huang2013"
123,"Mozambique","demography"
123,"Solomon Islands","contact"
123,"San Marino","coverage"
124,"Mauritania","WTO"
124,"Mauritania","OAG"
124,"Puerto Rico","Huang2013"
124,"Myanmar","demography"
124,"South Africa","contact"
124,"Sao Tome and Principe","coverage"
125,"Mauritius","WTO"
125,"Mauritius","OAG"
125,"Qatar","Huang2013"
125,"Namibia","demography"
125,"Spain","contact"
125,"Saudi Arabia","coverage"
126,"Mexico","WTO"
126,"Mexico","OAG"
126,"Reunion","Huang2013"
126,"Nepal","demography"
126,"Sri Lanka","contact"
126,"Senegal","coverage"
127,"Micronesia","WTO"
127,"Micronesia","OAG"
127,"Romania","Huang2013"
127,"Netherlands","demography"
127,"Suriname","contact"
127,"Serbia","coverage"
128,"Moldova","WTO"
128,"Moldova","OAG"
128,"Russia","Huang2013"
128,"New Caledonia","demography"
128,"Sweden","contact"
128,"Seychelles","coverage"
129,"Monaco","WTO"
129,"Monaco","OAG"
129,"Rwanda","Huang2013"
129,"New Zealand","demography"
129,"Switzerland","contact"
129,"Sierra Leone","coverage"
130,"Mongolia","WTO"
130,"Mongolia","OAG"
130,"Sao Tome and Principe","Huang2013"
130,"Nicaragua","demography"
130,"Syrian Arab Republic","contact"
130,"Singapore","coverage"
131,"Montserrat","WTO"
131,"Montserrat","OAG"
131,"Saudi Arabia","Huang2013"
131,"Niger","demography"
131,"Taiwan","contact"
131,"Slovakia","coverage"
132,"Morocco","WTO"
132,"Morocco","OAG"
132,"Senegal","Huang2013"
132,"Nigeria","demography"
132,"Tajikistan","contact"
132,"Slovenia","coverage"
133,"Mozambique","WTO"
133,"Mozambique","OAG"
133,"Serbia","Huang2013"
133,"Norway","demography"
133,"TFYR of Macedonia","contact"
133,"Solomon Islands","coverage"
134,"Namibia","WTO"
134,"Namibia","OAG"
134,"Sierra Leone","Huang2013"
134,"Oman","demography"
134,"Thailand","contact"
134,"Somalia","coverage"
135,"Nepal","WTO"
135,"Nepal","OAG"
135,"Singapore","Huang2013"
135,"Pakistan","demography"
135,"Timor-Leste","contact"
135,"South Africa","coverage"
136,"Netherlands","WTO"
136,"Netherlands","OAG"
136,"Slovakia","Huang2013"
136,"Panama","demography"
136,"Tonga","contact"
136,"South Sudan","coverage"
137,"Netherlands_Antilles","WTO"
137,"Netherlands_Antilles","OAG"
137,"Slovenia","Huang2013"
137,"Papua New Guinea","demography"
137,"Tunisia","contact"
137,"Sri Lanka","coverage"
138,"New_Caledonia","WTO"
138,"New_Caledonia","OAG"
138,"Solomon Islands","Huang2013"
138,"Paraguay","demography"
138,"Turkey","contact"
138,"St. Lucia","coverage"
139,"New_Guinea","WTO"
139,"New_Guinea","OAG"
139,"Somalia","Huang2013"
139,"Peru","demography"
139,"Uganda","contact"
139,"St. Vincent & The Grenadines","coverage"
140,"New_Zealand","WTO"
140,"New_Zealand","OAG"
140,"South Africa","Huang2013"
140,"Philippines","demography"
140,"Ukraine","contact"
140,"Sudan","coverage"
141,"Nicaragua","WTO"
141,"Nicaragua","OAG"
141,"South Korea","Huang2013"
141,"Poland","demography"
141,"United Arab Emirates","contact"
141,"Suriname","coverage"
142,"Niger","WTO"
142,"Niger","OAG"
142,"Spain","Huang2013"
142,"Portugal","demography"
142,"United Kingdom of Great Britain","contact"
142,"Swaziland","coverage"
143,"Nigeria","WTO"
143,"Nigeria","OAG"
143,"Sri Lanka","Huang2013"
143,"Puerto Rico","demography"
143,"United Republic of Tanzania","contact"
143,"Syrian Arab Republic","coverage"
144,"NKorea","WTO"
144,"NKorea","OAG"
144,"Sudan","Huang2013"
144,"Qatar","demography"
144,"United States of America","contact"
144,"Tajikistan","coverage"
145,"Northern_Mariana_Islands","WTO"
145,"Northern_Mariana_Islands","OAG"
145,"Suriname","Huang2013"
145,"Republic of Korea","demography"
145,"Uruguay","contact"
145,"Thailand","coverage"
146,"Norway","WTO"
146,"Norway","OAG"
146,"Swaziland","Huang2013"
146,"Republic of Moldova","demography"
146,"Uzbekistan","contact"
146,"The former Yugoslav Republic of Macedonia","coverage"
147,"Oman","WTO"
147,"Oman","OAG"
147,"Sweden","Huang2013"
147,"Réunion","demography"
147,"Vanuatu","contact"
147,"Timor-Leste","coverage"
148,"Pakistan","WTO"
148,"Pakistan","OAG"
148,"Switzerland","Huang2013"
148,"Romania","demography"
148,"Venezuela (Bolivarian Republic ","contact"
148,"Togo","coverage"
149,"Palau","WTO"
149,"Palau","OAG"
149,"Syria","Huang2013"
149,"Russian Federation","demography"
149,"Viet Nam","contact"
149,"Tonga","coverage"
150,"Palest_Territory","WTO"
150,"Palest_Territory","OAG"
150,"Taiwan","Huang2013"
150,"Rwanda","demography"
150,"Yemen","contact"
150,"Trinidad & Tobago","coverage"
151,"Panama","WTO"
151,"Panama","OAG"
151,"Tajikistan","Huang2013"
151,"Saint Lucia","demography"
151,"Zambia","contact"
151,"Tunisia","coverage"
152,"Paraguay","WTO"
152,"Paraguay","OAG"
152,"Tanzania","Huang2013"
152,"Saint Vincent and the Grenadines","demography"
152,"Zimbabwe","contact"
152,"Turkey","coverage"
153,"Peru","WTO"
153,"Peru","OAG"
153,"Thailand","Huang2013"
153,"Samoa","demography"
153,"Turkmenistan","coverage"
154,"Philippines","WTO"
154,"Philippines","OAG"
154,"Togo","Huang2013"
154,"Sao Tome and Principe","demography"
154,"Tuvalu","coverage"
155,"Poland","WTO"
155,"Poland","OAG"
155,"Tunisia","Huang2013"
155,"Saudi Arabia","demography"
155,"Uganda","coverage"
156,"Portugal","WTO"
156,"Portugal","OAG"
156,"Turkey","Huang2013"
156,"Senegal","demography"
156,"Ukraine","coverage"
157,"Puerto_Rico","WTO"
157,"Puerto_Rico","OAG"
157,"Turkmenistan","Huang2013"
157,"Serbia","demography"
157,"United Arab Emirates","coverage"
158,"Qatar","WTO"
158,"Reunion","OAG"
158,"Uganda","Huang2013"
158,"Seychelles","demography"
158,"United Republic of Tanzania","coverage"
159,"Reunion","WTO"
159,"Romania","OAG"
159,"Ukraine","Huang2013"
159,"Sierra Leone","demography"
159,"Uruguay","coverage"
160,"Romania","WTO"
160,"Russia","OAG"
160,"United Arab Emirates","Huang2013"
160,"Singapore","demography"
160,"Uzbekistan","coverage"
161,"Russia","WTO"
161,"Rwanda","OAG"
161,"United Kingdom","Huang2013"
161,"Slovakia","demography"
161,"Vanuatu","coverage"
162,"Rwanda","WTO"
162,"Samoa","OAG"
162,"United States","Huang2013"
162,"Slovenia","demography"
162,"Venezuela (Bolivarian Republic of)","coverage"
163,"Samoa","WTO"
163,"San_Marino","OAG"
163,"Uruguay","Huang2013"
163,"Solomon Islands","demography"
163,"Viet Nam","coverage"
164,"San_Marino","WTO"
164,"Sao_Tome_Principe","OAG"
164,"Uzbekistan","Huang2013"
164,"Somalia","demography"
164,"Yemen","coverage"
165,"Sao_Tome_Principe","WTO"
165,"Saudi_Arabia","OAG"
165,"Venezuela","Huang2013"
165,"South Africa","demography"
165,"Zambia","coverage"
166,"Saudi_Arabia","WTO"
166,"Senegal","OAG"
166,"Vietnam","Huang2013"
166,"South Sudan","demography"
166,"Zimbabwe","coverage"
167,"Senegal","WTO"
167,"Serbia","OAG"
167,"Western Sahara","Huang2013"
167,"Spain","demography"
167,"Australia","coverage"
168,"Serbia","WTO"
168,"Seychelles","OAG"
168,"Yemen","Huang2013"
168,"Sri Lanka","demography"
168,"Austria","coverage"
169,"Seychelles","WTO"
